0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Ağrı,0,1,0,0,1,0,2,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,0,36,36,36,36,36,36,36,36,36,36,17,17,17,8,8,8,8,8,8,8,8,3,1,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Balıkesir,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,1,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,39,39,39,39,39,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,4,1,1,0,68,68,68,68,68,68,68,68,68,68,68,68,68
Bartın,0,1,0,3,3,3,3,3,3,1,0,5,5,2,0,8,8,17,17,17,17,17,17,17,17,17,8,8,8,8,8,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,2,0,17,8,8,8,8,8,8,8,8,8,3,3,1,1,0,72,72,72,72,72,72,72,72,72
Batman,0,0,2,2,2,2,0,4,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8,8,3,1,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
Bayburt,0,1,0,0,1,0,2,2,2,2,2,0,4,4,4,4,4,4,4,1,1,0,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,17,17,8,3,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
Bilecik,0,0,1,1,0,5,5,5,5,5,5,2,2,0,2,2,2,2,2,2,0,10,10,10,10,4,4,4,1,1,1,0,15,15,15,15,15,15,7,7,7,3,3,3,3,3,1,1,1,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Bingöl,0,1,0,0,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,4,4,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,1,1,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
Bitlis,0,0,2,2,2,2,0,4,1,0,7,7,7,7,7,7,3,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,2,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Bolu,0,1,0,3,3,3,3,3,3,1,0,5,5,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,3,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,9,9,9,4,4,4,4,4,4,4,4,1,0,78,78,78
Burdur,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,8,8,8,8,8,8,8,8,8,3,3,3,3,3,1,0,1,1,1,0,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,77,77,77,77
Bursa,0,0,1,1,0,5,5,5,5,5,5,2,2,0,14,14,14,14,14,14,6,6,6,2,2,2,2,0,4,4,4,4,4,4,4,4,1,1,0,17,17,17,17,17,17,17,8,8,8,3,1,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Denizli,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,8,8,8,8,8,8,8,8,8,3,3,3,3,3,1,0,1,1,1,0,18,18,18,8,8,8,8,8,8,3,3,3,1,0,25,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,2,2,2,0,70,70
Diyarbakır,0,1,0,0,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,4,4,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
Düzce,0,1,0,3,3,3,3,3,3,1,0,5,5,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,3,1,0,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,0,74,74,74,74,74,74,74
Edirne,0,0,1,1,0,5,5,5,5,5,5,2,2,0,14,14,14,14,14,14,6,6,6,2,2,2,2,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Elazığ,0,1,0,0,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,4,4,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,1,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,13,13,6,6,6,6,2,2,2,2,0,7,3,1,1,1,0,38,38,38,38
Erzincan,0,1,0,0,1,0,2,2,2,2,2,0,4,4,4,4,4,4,4,1,1,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Erzurum,0,1,0,0,1,0,2,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,0,10,10,10,10,10,10,4,4,1,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Eskişehir,0,0,1,1,0,5,5,5,5,5,5,2,2,0,2,2,2,2,2,2,0,10,10,10,10,4,4,4,1,1,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Gaziantep,0,1,0,0,4,4,4,1,0,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,4,1,0,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
Giresun,0,0,1,1,0,1,1,0,4,4,4,4,1,1,1,0,7,7,3,3,3,3,3,3,3,3,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,2,2,2,2,0,30,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
Gümüşhane,0,1,0,0,1,0,2,2,2,2,2,0,4,4,4,4,4,4,4,1,1,0,5,5,5,5,5,5,5,2,0,31,31,31,31,31,31,31,15,15,15,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,1,0,4,4,4,4,4,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Hakkari,0,0,2,2,2,2,0,4,1,0,7,7,7,7,7,7,3,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,2,0,5,5,5,5,5,2,2,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
Hatay,0,1,0,0,4,4,4,1,0,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11,11,5,5,2,2,2,0,8,8,3,3,1,0,73,73,73,73,73,73,73,73
Isparta,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,9,9,9,9,9,9,9,4,1,1,0,11,5,5,5,5,5,2,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
Iğdır,0,1,0,0,1,0,2,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,0,10,10,10,10,10,10,4,4,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21
Kahramanmaraş,0,1,0,0,4,4,4,1,0,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,4,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,2,0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Karabük,0,1,0,3,3,3,3,3,3,1,0,5,5,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,3,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,9,9,9,4,4,4,4,4,4,4,4,1,0,53,53,53
Karaman,0,1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,11,11,11,11,11,11,5,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,6,6,2,0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
Kars,0,1,0,0,1,0,2,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,0,36,36,36,36,36,36,36,36,36,36,17,17,17,8,8,8,8,8,8,8,8,3,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Kastamonu,0,1,0,3,3,3,3,3,3,1,0,5,5,2,0,8,8,17,17,17,17,17,17,17,17,17,8,8,8,8,8,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,2,0,17,8,8,8,8,8,8,8,8,8,3,3,1,1,0,31,31,31,31,31,31,31,31,31
Kayseri,0,1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,6,6,6,6,2,2,0,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
Kilis,0,1,0,0,4,4,4,1,0,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,4,1,0,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
Kocaeli,0,0,1,1,0,5,5,5,5,5,5,2,2,0,2,2,2,2,2,2,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,10,10,10,4,4,1,1,1,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
Konya,0,1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,11,11,11,11,11,11,5,2,2,2,2,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,71,71,71,71,71,71,71,71,71,71
Kütahya,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,1,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,39,39,39,39,39,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,4,1,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20
Kırklareli,0,0,1,1,0,5,5,5,5,5,5,2,2,0,14,14,14,14,14,14,6,6,6,2,2,2,2,0,4,4,4,4,4,4,4,4,1,1,0,17,17,17,17,17,17,17,8,8,8,3,1,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10
Kırıkkale,0,1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,6,6,6,6,2,2,0,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Kırşehir,0,1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,6,6,6,6,2,2,0,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Malatya,0,1,0,0,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,4,4,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,1,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,13,13,6,6,6,6,2,2,2,2,0,7,3,1,1,1,0,35,35,35,35
Manisa,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,8,8,8,8,8,8,8,8,8,3,3,3,3,3,1,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Mardin,0,0,2,2,2,2,0,4,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,26,26,26
Mersin,0,1,0,0,4,4,4,1,0,3,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,6,2,2,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Muğla,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,9,9,9,9,9,9,9,4,1,1,0,11,5,5,5,5,5,2,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Muş,0,0,2,2,2,2,0,4,1,0,7,7,7,7,7,7,3,3,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,20,20,20,20,9,9,9,9,9,9,9,9,9,9,9,9,9
Nevşehir,0,1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,11,11,11,11,11,11,5,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,6,6,2,0,17,17,17,17,17,17,17,17,8,3,3,3,3,3,3,3,3,3,1,0,8,8,8,8,3,3,3,3,1,1,0,28
Niğde,0,1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,11,11,11,11,11,11,5,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,6,6,2,0,17,17,17,17,17,17,17,17,8,3,3,3,3,3,3,3,3,3,1,0,69,69,69,69,69,69,69,69,69,69,69,69
Ordu,0,0,1,1,0,1,1,0,4,4,4,4,1,1,1,0,7,7,3,3,3,3,3,3,3,3,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,2,2,2,2,0,11,11,5,5,5,5,5,5,5,2,2,2,2,0,75,75,75,75,75,75
Osmaniye,0,1,0,0,4,4,4,1,0,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11,11,5,5,2,2,2,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33
Rize,0,1,0,0,1,0,2,2,2,2,2,0,4,4,4,4,4,4,4,1,1,0,5,5,5,5,5,5,5,2,0,31,31,31,31,31,31,31,15,15,15,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,1,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Sakarya,0,0,1,1,0,5,5,5,5,5,5,2,2,0,2,2,2,2,2,2,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,10,10,10,4,4,1,1,1,0,17,17,17,17,17,17,17,17,17,17,17,17,17,35,35,35,35,35,35,17,17,17,17
Samsun,0,0,1,1,0,1,1,0,4,4,4,4,1,1,1,0,7,7,3,3,3,3,3,3,3,3,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,2,2,2,2,0,11,11,5,5,5,5,5,5,5,2,2,2,2,0,25,25,25,25,25,25
Siirt,0,0,2,2,2,2,0,4,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8,8,3,1,0,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0,70,70,70,70,70,70,70,70,70,34,34
Sinop,0,0,1,1,0,1,1,0,4,4,4,4,1,1,1,0,7,7,3,3,3,3,3,3,3,3,1,1,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Sivas,0,0,1,1,0,1,1,0,8,8,8,8,8,8,8,3,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
Tekirdağ,0,0,1,1,0,5,5,5,5,5,5,2,2,0,14,14,14,14,14,14,6,6,6,2,2,2,2,0,4,4,4,4,4,4,4,4,1,1,0,9,9,9,9,9,4,4,4,4,4,4,4,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12
Tokat,0,0,1,1,0,1,1,0,8,8,8,8,8,8,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Trabzon,0,1,0,0,1,0,2,2,2,2,2,0,4,4,4,4,4,4,4,1,1,0,5,5,5,5,5,5,5,2,0,31,31,31,31,31,31,31,15,15,15,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,1,0,4,4,4,4,4,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Tunceli,0,1,0,0,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,4,4,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,1,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,13,13,6,6,6,6,2,2,2,2,0,17,17,17,17,17,17,8,8,8,8
Uşak,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,8,8,8,8,8,8,8,8,8,3,3,3,3,3,1,0,1,1,1,0,18,18,18,8,8,8,8,8,8,3,3,3,1,0,9,9,9,4,4,4,4,4,1,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4
Van,0,0,2,2,2,2,0,4,1,0,7,7,7,7,7,7,3,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,2,0,5,5,5,5,5,2,2,0,24,24,24,24,24,24,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Yalova,0,0,1,1,0,5,5,5,5,5,5,2,2,0,14,14,14,14,14,14,6,6,6,2,2,2,2,0,4,4,4,4,4,4,4,4,1,1,0,9,9,9,9,9,4,4,4,4,4,4,4,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,12,12,5,5,5
Yozgat,0,1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,0,6,6,6,6,2,2,0,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13
Zonguldak,0,1,0,3,3,3,3,3,3,1,0,5,5,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,3,1,0,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,0,13,13,13,13,13,13,6
Çanakkale,0,0,1,1,0,5,5,5,5,5,5,2,2,0,2,2,2,2,2,2,0,10,10,10,10,4,4,4,1,1,1,0,15,15,15,15,15,15,7,7,7,3,3,3,3,3,1,1,1,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15
Çankırı,0,1,0,3,3,3,3,3,3,1,0,5,5,2,0,8,8,17,17,17,17,17,17,17,17,17,8,8,8,8,8,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,2,0,28,28,28,28,28,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,2
Çorum,0,1,0,3,3,3,3,3,3,1,0,5,5,2,0,8,8,17,17,17,17,17,17,17,17,17,8,8,8,8,8,3,1,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,16,16
İstanbul,0,0,1,1,0,1,1,0,4,4,4,4,1,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7
İzmir,0,0,2,2,2,2,0,7,7,7,3,3,3,3,3,1,0,8,8,8,8,8,8,8,8,8,3,3,3,3,3,1,0,1,1,1,0,0,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,3,3
Şanlıurfa,0,1,0,0,4,4,4,1,0,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11,11,5,5,2,2,2,0,8,8,3,3,1,0,8,8,8,8,3,3,1,1
Şırnak,0,0,2,2,2,2,0,4,1,0,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8,8,3,1,0,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0,12,12,12,12,12,5,5,5,2,2,0
