0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Ağrı,0,0,0,1,0,3,1,0,2,2,2,0,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,7,7,7,7,7,3,3,3,1,0,24,24,24,24,24,24,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
Balıkesir,0,0,0,3,3,1,0,4,4,9,9,9,9,9,9,9,9,4,4,1,1,1,1,0,2,2,2,2,2,0,24,24,24,24,24,24,24,11,11,11,11,11,11,5,5,2,2,2,2,0,8,3,3,3,1,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
Bartın,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,2,2,2,0,21,21,21,21,21,21,21,21,21,21,21,10,10,4,4,4,4,4,4,4,4,4,4,4,4,1,0,71,71,71,71,71,71,71,71,71,71
Batman,0,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,2,0,46,46,22,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,10,10,10,4,1,0,6,6,6,6,2,2,0,79,79
Bayburt,0,0,0,1,0,3,1,0,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,4,1,0,6,6,6,6,6,6,6,2,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,77,77,77,77
Bilecik,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,0,22,22,22,22,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,10,4,4,4,4,1,1,0,25,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Bingöl,0,1,1,0,1,0,3,3,3,3,1,1,0,6,6,6,6,6,6,6,6,6,2,2,0,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,1,0,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,3,1,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
Bitlis,0,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,10,10,10,10,10,10,10,10,4,1,1,1,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,80
Bolu,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,2,2,2,0,21,21,21,21,21,21,21,21,21,21,21,10,10,4,4,4,4,4,4,4,4,4,4,4,4,1,0,35,72,72,72,72,72,72,72,72,72
Burdur,0,1,1,0,4,4,4,1,1,0,4,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,3,3,3,1,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Bursa,0,0,0,1,0,3,1,0,8,8,3,3,1,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,68,68,68,68,68,68,68,68,68,68,68,68,68
Denizli,0,0,0,3,3,1,0,4,4,9,9,9,9,9,9,9,9,4,4,1,1,1,1,0,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,17,17,17,17,17,8,8,8,8,8,8,3,3,1,0,75,75,75,75,75,75
Diyarbakır,0,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,10,10,10,10,10,10,10,10,4,1,1,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Düzce,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,2,2,2,0,22,22,22,22,10,10,10,10,10,10,10,4,4,1,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,39
Edirne,0,0,2,2,2,2,2,2,0,1,0,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
Elazığ,0,1,1,0,1,0,3,3,3,3,1,1,0,6,6,6,6,6,6,6,6,6,2,2,0,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,1,0,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,3,1,0,5,5,5,5,2,0,69,69,69,69,69,69,69,69,69,69,69,69
Erzincan,0,1,1,0,1,0,3,3,3,3,1,1,0,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,2,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Erzurum,0,0,0,1,0,3,1,0,2,2,2,0,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,16,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,70,70,70,70,70,70,70,70,70,70,70
Eskişehir,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
Gaziantep,0,1,1,0,4,4,4,1,1,0,8,8,3,3,3,1,0,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,1,0,13,13,13,6,6,6,6,2,2,0,13,13,13,13,13,6,6,6,6,6,6,6,6,2,2,2,2,0,38,78,78,78
Giresun,0,0,2,2,2,2,2,2,0,4,10,10,10,10,10,10,4,1,0,9,9,9,9,9,9,9,9,4,1,1,1,0,2,2,2,2,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,76,76,76,76,76
Gümüşhane,0,0,2,2,2,2,2,2,0,4,10,10,10,10,10,10,4,1,0,9,9,9,9,9,9,9,9,4,1,1,1,0,2,2,2,2,0,24,24,24,24,24,24,11,11,11,11,23,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Hakkari,0,0,0,1,0,3,1,0,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,9,9,9,9,4,4,4,1,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,74,74,74,74,74,74,74
Hatay,0,1,1,0,4,4,4,1,1,0,8,8,3,3,3,1,0,9,9,4,4,4,4,4,4,4,1,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13,6,6,6,6,6,2,2,2,0,33,33,33,33,33,33,33,33,33,33,33,33,33
Isparta,0,1,1,0,4,4,4,1,1,0,4,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,3,3,3,1,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Iğdır,0,0,0,1,0,3,1,0,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,9,9,9,9,4,4,4,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,2,2,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,10,4,4,4,4,1,0,37,37,37,37,37
Kahramanmaraş,0,1,1,0,4,4,4,1,1,0,8,8,3,3,3,1,0,9,9,4,4,4,4,4,4,4,1,0,4,4,4,1,1,0,22,22,22,22,22,22,22,22,22,22,10,10,10,10,4,4,4,4,4,1,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
Karabük,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,2,2,2,0,22,22,22,22,10,10,10,10,10,10,10,4,4,1,1,1,0,18,8,8,8,3,1,1,1,0,34,34,34,34,34,34,34,34,34,34,34
Karaman,0,1,1,0,4,4,4,1,1,0,8,8,3,3,3,1,0,9,9,4,4,4,4,4,4,4,1,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13,6,6,6,6,6,2,2,2,0,25,25,25,25,25,25,25,25,25,25,25,25,25
Kars,0,0,0,1,0,3,1,0,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,9,9,9,9,4,4,4,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,2,2,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,10,4,4,4,4,1,0,62,62,62,62,62
Kastamonu,0,0,2,2,2,2,2,2,0,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,24,24,24,24,24,24,11,11,11,11,11,11,11,5,5,2,0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Kayseri,0,1,1,0,1,0,6,6,6,6,6,6,6,2,0,3,3,3,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
Kilis,0,1,1,0,4,4,4,1,1,0,8,8,3,3,3,1,0,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,1,0,24,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Kocaeli,0,0,0,1,0,3,1,0,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,4,1,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Konya,0,1,1,0,4,4,4,1,1,0,4,4,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,3,1,1,0,12,12,12,12,12,12,12,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,12,12,12,12,12,12,12,12,12,12,12,12
Kütahya,0,0,0,3,3,1,0,4,4,9,9,9,9,9,9,9,9,4,4,1,1,1,1,0,2,2,2,2,2,0,14,14,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6,2,2,2,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Kırklareli,0,0,2,2,2,2,2,2,0,1,0,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,8,8,3,3,1,1,0,38,38,38
Kırıkkale,0,1,1,0,1,0,6,6,6,6,6,6,6,2,0,15,15,15,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,1,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17,17,17,17,17,17,17,17,17,8,3,1,1,1,0,3,3,3,3,3,1,1,0,36,36,36,36,36,36,36
Kırşehir,0,1,1,0,1,0,6,6,6,6,6,6,6,2,0,15,15,15,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,1,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17,17,17,17,17,17,17,17,17,8,3,1,1,1,0,3,3,3,3,3,1,1,0,46,46,46,46,46,46,46
Malatya,0,1,1,0,1,0,3,3,3,3,1,1,0,6,6,6,6,6,6,6,6,6,2,2,0,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,1,0,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,3,1,0,5,5,5,5,2,0,46,46,46,46,46,22,22,22,22,22,22,22
Manisa,0,0,0,3,3,1,0,4,4,9,9,9,9,9,9,9,9,4,4,1,1,1,1,0,2,2,2,2,2,0,24,24,24,24,24,24,24,11,11,11,11,11,11,5,5,2,2,2,2,0,8,3,3,3,1,0,30,30,30,30,30,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
Mardin,0,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,2,0,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Mersin,0,1,1,0,4,4,4,1,1,0,8,8,3,3,3,1,0,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,1,0,13,13,13,6,6,6,6,2,2,0,13,13,13,13,13,6,6,6,6,6,6,6,6,2,2,2,2,0,35,35,35,35
Muğla,0,0,0,3,3,1,0,4,4,9,9,9,9,9,9,9,9,4,4,1,1,1,1,0,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Muş,0,0,0,1,0,3,1,0,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Nevşehir,0,1,1,0,1,0,6,6,6,6,6,6,6,2,0,3,3,3,1,0,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,3,1,1,0,32,32,32,32,32,32,32,32,32,32,32,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Niğde,0,1,1,0,4,4,4,1,1,0,8,8,3,3,3,1,0,9,9,4,4,4,4,4,4,4,1,0,4,4,4,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Ordu,0,0,2,2,2,2,2,2,0,4,10,10,10,10,10,10,4,1,0,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,0,7,7,7,7,7,7,7,3,3,3,3,3,3,1,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,30,30,30,30,30
Osmaniye,0,1,1,0,4,4,4,1,1,0,8,8,3,3,3,1,0,9,9,4,4,4,4,4,4,4,1,0,4,4,4,1,1,0,22,22,22,22,22,22,22,22,22,22,10,10,10,10,4,4,4,4,4,1,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Rize,0,0,0,1,0,3,1,0,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,4,1,0,6,6,6,6,6,6,6,2,0,15,15,15,7,7,7,7,7,7,3,3,3,1,0,13,13,13,13,13,13,6,2,2,2,2,0,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Sakarya,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,2,2,2,0,22,22,22,22,10,10,10,10,10,10,10,4,4,1,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,20
Samsun,0,0,2,2,2,2,2,2,0,4,10,10,10,10,10,10,4,1,0,9,9,9,9,9,9,9,9,4,1,1,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,15,15,15,15,15,15,15,15,15,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Siirt,0,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,2,0,46,46,22,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,10,10,10,4,1,0,6,6,6,6,2,2,0,28,28
Sinop,0,0,2,2,2,2,2,2,0,4,10,10,10,10,10,10,4,1,0,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,0,7,7,7,7,7,7,7,3,3,3,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Sivas,0,1,1,0,1,0,3,3,3,3,1,1,0,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,2,0,19,19,19,19,19,19,19,19,19,40,40,40,40,40,40,40,40,40,40,40,40,40,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Tekirdağ,0,0,2,2,2,2,2,2,0,1,0,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,17,17,17,17,17,17,8,8,3,3,1,1,0,14,14,14
Tokat,0,0,2,2,2,2,2,2,0,4,10,10,10,10,10,10,4,1,0,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,0,11,11,11,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Trabzon,0,0,0,1,0,3,1,0,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,10,10,10,4,1,0,6,6,6,6,6,6,6,2,0,15,15,15,7,7,7,7,7,7,3,3,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5
Tunceli,0,1,1,0,1,0,3,3,3,3,1,1,0,6,6,6,6,6,6,6,6,6,2,2,0,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9
Uşak,0,0,0,3,3,1,0,4,4,9,9,9,9,9,9,9,9,4,4,1,1,1,1,0,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,17,17,17,17,17,8,8,8,8,8,8,3,3,1,0,35,35,17,17,17,17
Van,0,0,0,1,0,3,1,0,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,9,9,9,9,4,4,4,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,2,2,2,2,0,57,57,57,57,57,57,57,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13,13
Yalova,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,0,22,22,22,22,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,10,4,4,4,4,1,1,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17,35,35,35,17,17,8,8,8,8
Yozgat,0,1,1,0,1,0,6,6,6,6,6,6,6,2,0,15,15,15,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,1,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17,17,17,17,17,17,17,17,17,8,3,1,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Zonguldak,0,0,0,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,2,2,2,0,22,22,22,22,10,10,10,10,10,10,10,4,4,1,1,1,0,18,8,8,8,3,1,1,1,0,22,22,22,22,10,10,10,10,10,10,10
Çanakkale,0,0,0,3,3,1,0,4,4,9,9,9,9,9,9,9,9,4,4,1,1,1,1,0,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4
Çankırı,0,0,2,2,2,2,2,2,0,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,24,24,24,24,24,24,11,11,11,11,11,11,11,5,5,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Çorum,0,1,1,0,1,0,6,6,6,6,6,6,6,2,0,15,15,15,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,1,1,0,28,28,28,28,28,28,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6
İstanbul,0,0,2,2,2,2,2,2,0,1,0,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,14,14,14,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,6,2,2
İzmir,0,0,0,3,3,1,0,4,4,9,9,9,9,9,9,9,9,4,4,1,1,1,1,0,2,2,2,2,2,0,24,24,24,24,24,24,24,11,11,11,11,11,11,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,2,2,2,2,0,17,17,8,8,3,3,3,3
Şanlıurfa,0,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,2,0,1,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,10,10,10,10,4,4,4,4,4,4,1
Şırnak,0,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,2,0,46,46,22,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,10,10,10,4,1,0,17,8,8,3,3,1,1,1,0
